exporter,importer,year,trade_value,distance,contiguous,common_language,gdp_exporter,gdp_importer,trade_agreement
C31,C50,2005,189.52,1771.33,0,0,1014.75,653.22,0
C17,C23,2005,21.94,4260.04,0,1,600.58,1519.69,0
C17,C02,2005,0.51,20186.59,0,0,600.58,138.06,0
C15,C17,2005,453.51,121.28,0,0,108.16,600.58,0
C32,C11,2005,17.86,8440.25,0,0,1118.21,1374.79,0
C28,C04,2005,1897.42,833.83,0,0,960.99,2613.38,0
C11,C34,2005,0.0,2230.93,0,0,1374.79,130.24,0
C48,C36,2005,695.37,1318.05,0,0,6085.17,731.79,0
C19,C25,2005,3094.17,441.19,0,0,2729.11,2394.14,0
C32,C33,2005,228.5,900.34,0,0,1118.21,1105.52,0
C20,C13,2005,0.08,18262.05,0,1,31.01,213.51,0
C41,C48,2005,172.14,4119.94,0,0,1021.18,6085.17,0
C19,C17,2005,0.0,3084.78,0,1,2729.11,600.58,0
C18,C28,2005,0.0,9533.14,0,0,85.61,960.99,0
C02,C50,2005,0.31,34476.81,0,0,138.06,653.22,0
C27,C37,2005,0.0,3757.43,0,0,184.22,9055.82,0
C06,C41,2005,18.82,1118.19,0,0,92.47,1021.18,0
C28,C13,2005,4.69,5550.5,0,0,960.99,213.51,0
C03,C06,2005,262.15,235.13,1,0,897.06,92.47,0
C20,C48,2005,12.59,2726.81,0,0,31.01,6085.17,0
C09,C31,2005,0.0,2177.59,0,0,102.38,1014.75,0
C12,C25,2005,11649.01,406.83,0,0,3036.54,2394.14,0
C34,C17,2005,0.0,1154.9,0,0,130.24,600.58,0
C05,C06,2005,4.06,3275.34,0,1,471.69,92.47,0
C04,C22,2005,1559.19,334.01,0,0,2613.38,767.88,0
C01,C16,2005,0.46,4670.97,0,1,76.12,29.0,0
C45,C03,2005,0.0,422.06,0,0,16.75,897.06,0
C30,C39,2005,23.56,1966.92,0,1,267.19,1591.96,0
C46,C12,2005,1387.31,646.53,0,0,2200.04,3036.54,0
C11,C26,2005,18.88,5552.29,0,1,1374.79,385.53,0
C09,C10,2005,1.94,14952.14,0,0,102.38,1980.21,0
C08,C13,2005,1.55,4165.68,0,0,161.67,213.51,0
C10,C27,2005,14.98,6951.83,0,1,1980.21,184.22,1
C46,C23,2005,0.0,2052.52,0,0,2200.04,1519.69,0
C21,C34,2005,48.66,1021.99,0,0,843.45,130.24,0
C07,C03,2005,20.61,2463.99,0,0,445.17,897.06,0
C28,C12,2005,2940.58,471.45,1,0,960.99,3036.54,0
C41,C03,2005,0.0,288.23,1,0,1021.18,897.06,0
C10,C24,2005,97.83,1519.1,0,0,1980.21,408.51,0
C32,C34,2005,16.24,4805.26,0,0,1118.21,130.24,0
C07,C39,2005,91.66,2879.77,0,0,445.17,1591.96,0
C40,C04,2005,34.23,1279.96,0,1,31.04,2613.38,0
C34,C20,2005,0.0,1103.4,0,1,130.24,31.01,0
C05,C43,2005,116.16,2517.15,0,0,471.69,1181.97,0
C16,C40,2005,0.0,8043.01,0,1,29.0,31.04,0
C29,C24,2005,17.95,1031.94,0,0,245.1,408.51,0
C19,C12,2005,2013.99,1398.6,0,1,2729.11,3036.54,0
C11,C38,2005,150.67,509.04,1,0,1374.79,157.46,0
C38,C27,2005,0.0,779.44,1,1,157.46,184.22,0
C33,C24,2005,183.99,678.58,1,0,1105.52,408.51,0
C48,C50,2005,360.59,773.93,0,0,6085.17,653.22,0
C23,C19,2005,157.77,2170.03,0,0,1519.69,2729.11,0
C26,C32,2005,20.52,4421.14,0,0,385.53,1118.21,0
C27,C36,2005,56.76,1465.1,0,0,184.22,731.79,0
C28,C31,2005,233.21,408.48,0,0,960.99,1014.75,0
C34,C40,2005,0.0,2244.26,0,0,130.24,31.04,0
C41,C33,2005,337.86,795.8,0,0,1021.18,1105.52,0
C45,C41,2005,0.0,787.44,0,1,16.75,1021.18,0
C03,C11,2005,92.46,4777.27,0,0,897.06,1374.79,0
C33,C02,2005,12.55,4517.42,0,1,1105.52,138.06,0
C45,C49,2005,0.0,1135.7,0,0,16.75,3829.11,0
C10,C26,2005,314.52,1023.8,0,0,1980.21,385.53,0
C18,C36,2005,0.0,13715.81,0,0,85.61,731.79,0
C12,C01,2005,0.0,20998.82,0,0,3036.54,76.12,0
C40,C05,2005,28.03,320.47,0,0,31.04,471.69,0
C08,C41,2005,82.14,599.73,1,0,161.67,1021.18,0
C15,C43,2005,14.04,1711.42,0,0,108.16,1181.97,0
C44,C50,2005,5.94,4916.19,0,0,149.71,653.22,0
C11,C36,2005,826.61,970.42,1,0,1374.79,731.79,0
C29,C21,2005,0.0,779.52,1,0,245.1,843.45,0
C34,C12,2005,8.57,7763.69,0,0,130.24,3036.54,0
C04,C20,2005,120.03,500.29,0,0,2613.38,31.01,0
C36,C20,2005,18.17,684.68,1,0,731.79,31.01,0
C29,C43,2005,853.82,230.45,1,0,245.1,1181.97,0
C03,C08,2005,11.64,5181.31,0,0,897.06,161.67,0
C21,C03,2005,38.89,2507.97,0,1,843.45,897.06,0
C15,C28,2005,13.17,2050.36,0,0,108.16,960.99,0
C29,C50,2005,0.0,1464.25,0,0,245.1,653.22,0
C13,C31,2005,39.23,2313.63,0,0,213.51,1014.75,0
C15,C47,2005,17.37,966.04,1,0,108.16,357.31,0
C47,C37,2005,864.08,1672.51,0,0,357.31,9055.82,0
C02,C47,2005,0.0,9771.69,0,0,138.06,357.31,0
C16,C25,2005,2.58,4791.56,0,0,29.0,2394.14,0
C45,C26,2005,0.07,9163.76,0,0,16.75,385.53,0
C15,C27,2005,2.14,2689.01,0,1,108.16,184.22,0
C10,C11,2005,0.0,2726.13,0,0,1980.21,1374.79,0
C07,C14,2005,1.54,26691.97,0,0,445.17,247.45,0
C24,C34,2005,312.0,52.77,0,0,408.51,130.24,0
C04,C33,2005,26.46,11197.94,0,0,2613.38,1105.52,0
C13,C21,2005,30.98,2512.16,0,0,213.51,843.45,0
C49,C24,2005,654.9,511.66,0,1,3829.11,408.51,0
C03,C02,2005,28.68,1790.83,0,0,897.06,138.06,0
C33,C23,2005,1810.52,218.65,0,0,1105.52,1519.69,0
C07,C26,2005,24.62,1376.95,0,1,445.17,385.53,0
C05,C02,2005,4.11,3753.14,0,0,471.69,138.06,0
C23,C03,2005,18.73,5391.34,0,0,1519.69,897.06,0
C36,C41,2005,167.98,1153.67,0,0,731.79,1021.18,0
C49,C08,2005,447.36,220.93,0,0,3829.11,161.67,0
C43,C18,2005,52.72,2076.91,0,0,1181.97,85.61,0
C06,C18,2005,0.0,396.98,0,1,92.47,85.61,0
C48,C38,2005,272.88,1121.34,0,1,6085.17,157.46,0
C02,C46,2005,86.99,1009.61,0,0,138.06,2200.04,0
C32,C28,2005,160.8,1742.09,0,1,1118.21,960.99,0
C26,C23,2005,0.0,2989.7,0,1,385.53,1519.69,0
C08,C50,2005,18.43,2501.96,0,0,161.67,653.22,0
C19,C02,2005,0.0,6050.75,0,0,2729.11,138.06,0
C34,C27,2005,118.96,530.33,1,0,130.24,184.22,0
C07,C45,2005,1.39,1293.0,0,0,445.17,16.75,0
C07,C46,2005,42.21,2418.66,0,0,445.17,2200.04,0
C37,C41,2005,0.0,2627.13,0,0,9055.82,1021.18,0
C48,C23,2005,171.63,7652.67,0,0,6085.17,1519.69,0
C25,C18,2005,59.06,1071.94,0,0,2394.14,85.61,0
C29,C17,2005,17.74,1566.35,0,0,245.1,600.58,0
C19,C22,2005,306.19,1064.84,0,0,2729.11,767.88,0
C24,C16,2005,0.0,2472.16,0,0,408.51,29.0,0
C44,C01,2005,0.31,5575.7,0,0,149.71,76.12,0
C36,C05,2005,0.0,474.11,0,1,731.79,471.69,0
C50,C14,2005,0.0,619.48,1,0,653.22,247.45,0
C01,C28,2005,0.0,1052.58,0,0,76.12,960.99,0
C04,C23,2005,180.15,4041.02,0,0,2613.38,1519.69,0
C33,C15,2005,100.78,2361.44,0,0,1105.52,108.16,0
C02,C17,2005,67.73,549.27,0,0,138.06,600.58,0
C10,C36,2005,54.58,3076.89,0,0,1980.21,731.79,0
C46,C13,2005,14.34,3246.85,0,0,2200.04,213.51,0
C03,C46,2005,5331.75,103.91,0,0,897.06,2200.04,0
C35,C02,2005,145.53,346.87,0,0,1016.03,138.06,0
C21,C07,2005,37.14,1877.64,0,0,843.45,445.17,0
C06,C08,2005,1.79,6092.0,0,0,92.47,161.67,0
C14,C26,2005,9.23,2780.13,0,0,247.45,385.53,0
C39,C25,2005,853.56,874.58,0,0,1591.96,2394.14,0
C30,C31,2005,0.0,1884.03,0,0,267.19,1014.75,0
C43,C12,2005,0.0,751.31,1,0,1181.97,3036.54,1
C33,C43,2005,0.0,8071.11,0,0,1105.52,1181.97,0
C34,C25,2005,18.74,2274.54,0,0,130.24,2394.14,0
C04,C15,2005,9.52,6076.44,0,0,2613.38,108.16,0
C18,C44,2005,2.01,2582.04,0,0,85.61,149.71,0
C37,C13,2005,0.0,1669.31,0,0,9055.82,213.51,0
C45,C05,2005,0.0,1259.12,0,0,16.75,471.69,0
C22,C17,2005,0.0,1587.57,0,1,767.88,600.58,0
C11,C10,2005,6552.24,168.54,0,0,1374.79,1980.21,0
C40,C18,2005,24.56,208.0,1,0,31.04,85.61,0
C38,C10,2005,0.0,2401.36,0,0,157.46,1980.21,0
C27,C12,2005,62.27,3645.47,0,0,184.22,3036.54,0
C45,C04,2005,14.2,2399.72,0,0,16.75,2613.38,0
C06,C10,2005,0.39,43016.98,0,0,92.47,1980.21,0
C17,C11,2005,24.79,5495.41,0,0,600.58,1374.79,0
C09,C04,2005,68.17,1348.72,0,0,102.38,2613.38,0
C41,C32,2005,77.01,1520.83,0,0,1021.18,1118.21,0
C08,C39,2005,11.92,3231.97,0,0,161.67,1591.96,0
C36,C27,2005,44.83,692.66,0,0,731.79,184.22,0
C40,C46,2005,742.1,125.71,1,0,31.04,2200.04,0
C22,C42,2005,13.59,1034.67,0,1,767.88,29.56,0
C43,C01,2005,477.55,238.14,0,0,1181.97,76.12,0
C42,C14,2005,0.0,3226.9,0,0,29.56,247.45,0
C17,C26,2005,56.5,1658.84,0,0,600.58,385.53,0
C06,C27,2005,0.0,9757.0,0,0,92.47,184.22,0
C22,C31,2005,38.83,2455.23,0,0,767.88,1014.75,0
C47,C17,2005,0.0,4609.06,0,1,357.31,600.58,0
C46,C43,2005,529.12,1170.12,0,0,2200.04,1181.97,0
C22,C45,2005,0.11,19431.84,0,0,767.88,16.75,0
C16,C14,2005,6.12,799.46,0,0,29.0,247.45,0
C42,C04,2005,5.8,1931.08,0,0,29.56,2613.38,0
C16,C01,2005,34.92,242.56,1,1,29.0,76.12,0
C24,C02,2005,16.68,1353.19,0,0,408.51,138.06,0
C15,C30,2005,0.25,21094.53,0,0,108.16,267.19,0
C01,C23,2005,0.0,188.75,0,0,76.12,1519.69,0
C11,C41,2005,206.92,1517.32,0,0,1374.79,1021.18,0
C13,C22,2005,6.17,2979.45,0,0,213.51,767.88,0
C38,C29,2005,0.0,523.22,0,1,157.46,245.1,0
C22,C27,2005,1698.48,49.25,0,0,767.88,184.22,0
C05,C17,2005,324.54,226.15,0,0,471.69,600.58,0
C50,C19,2005,2733.29,159.51,0,0,653.22,2729.11,0
C02,C29,2005,21.53,476.22,0,0,138.06,245.1,0
C37,C17,2005,178.59,4698.17,0,0,9055.82,600.58,0
C06,C14,2005,7.45,1333.34,0,1,92.47,247.45,0
C03,C38,2005,31.85,1853.64,0,1,897.06,157.46,0
C20,C24,2005,1.68,3925.35,0,1,31.01,408.51,0
C36,C32,2005,368.12,427.72,0,0,731.79,1118.21,0
C42,C50,2005,0.61,7504.14,0,0,29.56,653.22,0
C19,C47,2005,1646.66,141.31,0,0,2729.11,357.31,0
C32,C48,2005,1051.1,623.92,0,0,1118.21,6085.17,0
C45,C07,2005,6.7,686.73,1,0,16.75,445.17,0
C09,C28,2005,0.0,5223.42,0,0,102.38,960.99,0
C49,C15,2005,0.0,467.7,1,1,3829.11,108.16,0
C39,C40,2005,37.77,1388.77,0,0,1591.96,31.04,1
C15,C07,2005,6.67,1718.95,0,0,108.16,445.17,0
C44,C22,2005,55.37,2861.38,0,0,149.71,767.88,0
C29,C14,2005,37.88,585.11,0,0,245.1,247.45,0
C36,C34,2005,2.43,4435.8,0,0,731.79,130.24,0
C10,C01,2005,2.83,11007.96,0,0,1980.21,76.12,0
C24,C37,2005,124.91,2610.61,0,0,408.51,9055.82,0
C28,C22,2005,0.0,348.06,1,0,960.99,767.88,0
C34,C16,2005,0.0,72.05,1,0,130.24,29.0,0
C41,C10,2005,0.0,5615.9,0,0,1021.18,1980.21,0
C48,C14,2005,203.78,482.55,0,0,6085.17,247.45,0
C33,C41,2005,329.15,646.6,0,0,1105.52,1021.18,0
C29,C48,2005,58.19,3110.81,0,1,245.1,6085.17,0
C36,C48,2005,280.08,5491.92,0,0,731.79,6085.17,0
C47,C49,2005,0.0,4902.81,0,0,357.31,3829.11,0
C08,C36,2005,0.0,3917.51,0,0,161.67,731.79,0
C14,C17,2005,0.0,184.04,0,1,247.45,600.58,0
C18,C15,2005,0.59,6149.88,0,0,85.61,108.16,0
C42,C13,2005,0.0,2216.93,0,1,29.56,213.51,0
C37,C46,2005,4254.06,603.44,1,0,9055.82,2200.04,0
C14,C22,2005,168.69,223.8,0,0,247.45,767.88,0
C05,C33,2005,21.63,4721.69,0,0,471.69,1105.52,0
C39,C42,2005,46.95,434.67,0,0,1591.96,29.56,0
C45,C08,2005,1.16,1162.65,0,0,16.75,161.67,0
C08,C47,2005,8.21,2329.97,0,0,161.67,357.31,0
C39,C26,2005,352.65,845.1,1,0,1591.96,385.53,0
C08,C18,2005,39.42,367.1,1,0,161.67,85.61,1
C25,C15,2005,20.91,2650.76,0,0,2394.14,108.16,0
C29,C18,2005,0.0,375.35,1,0,245.1,85.61,0
C16,C30,2005,4.98,859.16,1,0,29.0,267.19,0
C40,C21,2005,3.41,2719.43,0,0,31.04,843.45,0
C29,C08,2005,0.0,1567.16,0,0,245.1,161.67,0
C08,C20,2005,0.3,8381.03,0,0,161.67,31.01,0
C34,C13,2005,0.0,821.45,1,0,130.24,213.51,0
C48,C02,2005,504.22,547.02,0,1,6085.17,138.06,0
C11,C07,2005,28.25,3132.63,0,0,1374.79,445.17,0
C09,C20,2005,33.69,241.05,0,0,102.38,31.01,0
C30,C32,2005,0.0,4774.76,0,0,267.19,1118.21,0
C31,C17,2005,141.04,1918.28,0,0,1014.75,600.58,0
C22,C04,2005,100.35,1213.18,0,0,767.88,2613.38,0
C11,C05,2005,177.33,674.98,0,0,1374.79,471.69,0
C01,C03,2005,0.64,32743.15,0,0,76.12,897.06,0
C27,C39,2005,0.0,3132.09,0,1,184.22,1591.96,0
C29,C05,2005,0.82,11437.35,0,0,245.1,471.69,0
C22,C50,2005,704.71,294.1,0,1,767.88,653.22,0
C15,C06,2005,8.38,877.47,0,0,108.16,92.47,0
C29,C41,2005,3.01,10720.19,0,0,245.1,1021.18,0
C04,C02,2005,0.0,2206.73,0,0,2613.38,138.06,0
C47,C16,2005,2.13,2214.8,0,0,357.31,29.0,0
C08,C48,2005,74.5,1278.49,0,0,161.67,6085.17,0
C29,C42,2005,12.05,920.02,1,0,245.1,29.56,0
C47,C41,2005,1.94,13486.92,0,0,357.31,1021.18,0
C10,C07,2005,0.0,544.18,1,0,1980.21,445.17,0
C23,C27,2005,2.55,10721.72,0,0,1519.69,184.22,0
C13,C40,2006,3.64,2023.68,0,0,218.25,31.6,0
C17,C44,2006,5.2,4816.75,0,0,613.21,150.12,0
C13,C07,2006,0.0,18531.71,0,0,218.25,458.43,0
C02,C35,2006,31.85,2571.49,0,0,140.0,1044.34,0
C31,C45,2006,1.32,3832.85,0,0,1036.19,17.28,0
C46,C21,2006,234.05,1311.5,0,1,2255.77,887.19,0
C07,C25,2006,594.45,460.03,1,0,458.43,2435.1,0
C35,C03,2006,0.0,2189.53,0,0,1044.34,908.05,0
C02,C48,2006,74.06,1754.07,0,0,140.0,6112.24,0
C24,C28,2006,0.0,5029.91,0,0,407.24,976.59,0
C49,C06,2006,0.0,26308.77,0,0,3926.86,93.61,0
C14,C35,2006,13.64,4994.9,0,0,255.4,1044.34,0
C48,C25,2006,517.67,2065.06,0,0,6112.24,2435.1,0
C25,C46,2006,1793.11,1129.55,0,0,2435.1,2255.77,0
C39,C44,2006,86.7,1022.82,0,0,1655.89,150.12,0
C10,C41,2006,58.86,7434.7,0,1,2014.81,1062.22,0
C46,C47,2006,1375.0,240.56,0,0,2255.77,367.11,0
C06,C05,2006,35.8,910.87,0,1,93.61,479.73,0
C24,C29,2006,0.0,731.65,1,1,407.24,251.31,0
C05,C13,2006,14.41,6798.37,0,0,479.73,218.25,0
C11,C22,2006,0.0,501.75,0,0,1346.5,768.06,0
C31,C43,2006,0.0,6060.65,0,0,1036.19,1214.27,0
C30,C33,2006,0.0,7895.78,0,0,275.94,1139.08,0
C47,C43,2006,338.88,585.68,0,0,367.11,1214.27,0
C24,C35,2006,9.08,2483.99,0,0,407.24,1044.34,0
C48,C04,2006,0.0,3404.56,0,0,6112.24,2623.44,0
C05,C10,2006,175.15,767.16,1,0,479.73,2014.81,0
C17,C18,2006,3.3,3764.96,0,1,613.21,86.27,0
C16,C46,2006,9.13,3446.18,0,0,29.68,2255.77,0
C44,C46,2006,60.57,2898.36,0,0,150.12,2255.77,0
C46,C26,2006,137.45,1631.89,0,1,2255.77,399.0,0
C02,C43,2006,0.0,1544.94,0,0,140.0,1214.27,0
C16,C21,2006,3.01,4033.53,0,0,29.68,887.19,0
C01,C31,2006,129.51,429.61,0,0,79.03,1036.19,0
C30,C06,2006,10.47,898.27,1,0,275.94,93.61,0
C24,C01,2006,11.54,1331.52,0,0,407.24,79.03,0
C08,C14,2006,2.73,3568.83,0,0,167.99,255.4,0
C21,C24,2006,19.09,1627.18,0,0,887.19,407.24,0
C05,C50,2006,23.09,2919.86,0,0,479.73,675.34,0
C19,C40,2006,0.0,1173.96,0,0,2716.35,31.6,0
C46,C49,2006,76.35,7193.86,0,0,2255.77,3926.86,0
C09,C50,2006,0.0,168.55,0,0,99.88,675.34,0
C15,C46,2006,12.74,1415.27,0,0,111.7,2255.77,0
C44,C25,2006,2.93,13022.19,0,0,150.12,2435.1,0
C14,C10,2006,0.0,1078.35,0,0,255.4,2014.81,0
C47,C32,2006,6.81,7508.02,0,0,367.11,1188.64,0
C49,C42,2006,3.04,8470.75,0,0,3926.86,29.81,0
C44,C40,2006,2.72,888.1,0,0,150.12,31.6,0
C28,C49,2006,134.73,3112.8,0,0,976.59,3926.86,0
C21,C16,2006,3.86,3581.59,0,0,887.19,29.68,0
C46,C45,2006,62.89,783.64,1,0,2255.77,17.28,0
C02,C13,2006,8.63,2554.05,0,1,140.0,218.25,0
C14,C15,2006,0.0,2628.93,0,0,255.4,111.7,0
C37,C26,2006,2450.83,730.87,1,0,9125.14,399.0,0
C33,C47,2006,3.01,10254.29,0,0,1139.08,367.11,0
C28,C41,2006,0.0,1737.73,0,0,976.59,1062.22,0
C28,C32,2006,112.13,1507.73,0,0,976.59,1188.64,0
C31,C37,2006,7227.87,609.86,1,1,1036.19,9125.14,0
C06,C02,2006,0.0,727.7,0,0,93.61,140.0,0
C20,C34,2006,2.92,993.79,1,0,31.74,133.18,0
C43,C13,2006,0.0,252.67,0,0,1214.27,218.25,0
C24,C38,2006,284.09,265.2,1,1,407.24,157.32,0
C11,C17,2006,225.6,829.83,0,0,1346.5,613.21,0
C27,C22,2006,0.0,1406.73,0,0,190.0,768.06,0
C47,C40,2006,10.17,1203.22,0,0,367.11,31.6,0
C14,C44,2006,5.44,4961.33,0,0,255.4,150.12,1
C42,C18,2006,0.0,3520.85,0,0,29.81,86.27,0
C34,C28,2006,0.0,1577.16,0,0,133.18,976.59,0
C39,C23,2006,8106.65,96.08,0,0,1655.89,1551.39,0
C32,C30,2006,601.92,299.43,0,0,1188.64,275.94,0
C08,C32,2006,134.51,1070.56,0,0,167.99,1188.64,0
C48,C05,2006,84.17,9826.46,0,0,6112.24,479.73,0
C48,C24,2006,137.36,2457.33,0,0,6112.24,407.24,0
C14,C29,2006,0.51,15170.44,0,0,255.4,251.31,0
C42,C25,2006,38.08,835.56,0,1,29.81,2435.1,0
C06,C45,2006,0.0,2325.46,0,0,93.61,17.28,0
C21,C32,2006,0.0,1175.93,0,0,887.19,1188.64,0
C05,C15,2006,4.12,3269.32,0,1,479.73,111.7,0
C08,C16,2006,4.46,1281.56,0,1,167.99,29.68,0
C30,C12,2006,226.69,933.37,0,0,275.94,3060.97,0
C06,C24,2006,11.38,2548.03,0,1,93.61,407.24,0
C37,C47,2006,0.0,1545.79,0,0,9125.14,367.11,0
C16,C24,2006,105.91,192.4,1,0,29.68,407.24,0
C03,C29,2006,70.77,418.21,0,0,908.05,251.31,0
C44,C24,2006,0.54,38682.4,0,0,150.12,407.24,0
C35,C30,2006,8.04,9916.27,0,0,1044.34,275.94,0
C06,C30,2006,55.06,517.35,1,0,93.61,275.94,0
C07,C34,2006,2.75,5461.31,0,1,458.43,133.18,0
C38,C16,2006,0.0,1670.68,0,0,157.32,29.68,0
C26,C17,2006,488.38,126.97,0,0,399.0,613.21,1
C18,C11,2006,6.36,3614.83,0,1,86.27,1346.5,0
C11,C19,2006,40.05,12385.61,0,0,1346.5,2716.35,0
C49,C19,2006,0.0,2278.85,0,0,3926.86,2716.35,0
C23,C09,2006,140.15,1200.44,0,0,1551.39,99.88,0
C02,C30,2006,12.29,1723.5,0,0,140.0,275.94,0
C37,C03,2006,341.1,2009.33,0,0,9125.14,908.05,0
C43,C49,2006,0.0,817.21,0,1,1214.27,3926.86,0
C04,C03,2006,0.0,4745.62,0,0,2623.44,908.05,0
C11,C13,2006,42.58,3350.17,0,0,1346.5,218.25,0
C06,C50,2006,9.87,3659.31,0,0,93.61,675.34,0
C41,C14,2006,6.79,5427.3,0,0,1062.22,255.4,0
C32,C05,2006,1414.98,138.82,1,0,1188.64,479.73,0
C35,C24,2006,12.11,4823.04,0,0,1044.34,407.24,0
C04,C41,2006,182.23,3220.45,0,0,2623.44,1062.22,0
C33,C50,2006,0.0,4821.58,0,0,1139.08,675.34,0
C31,C47,2006,78.89,1544.27,0,1,1036.19,367.11,0
C09,C45,2006,0.73,1832.41,0,1,99.88,17.28,0
C19,C32,2006,0.0,804.45,1,0,2716.35,1188.64,0
C19,C35,2006,952.66,697.04,1,0,2716.35,1044.34,0
C06,C15,2006,0.91,2004.47,0,0,93.61,111.7,0
C48,C26,2006,42.46,6135.43,0,0,6112.24,399.0,0
C16,C11,2006,0.5,14960.44,0,0,29.68,1346.5,0
C46,C10,2006,182.02,3634.06,0,0,2255.77,2014.81,0
C43,C40,2006,1.52,10937.8,0,0,1214.27,31.6,0
C07,C17,2006,155.71,619.52,0,0,458.43,613.21,0
C22,C29,2006,5.45,6341.98,0,1,768.06,251.31,0
C20,C21,2006,8.86,1190.94,0,1,31.74,887.19,0
C42,C09,2006,1.2,2465.79,0,0,29.81,99.88,0
C42,C36,2006,2.09,4202.99,0,0,29.81,767.63,0
C49,C01,2006,56.86,1605.37,0,0,3926.86,79.03,0
C46,C11,2006,130.02,1301.64,0,0,2255.77,1346.5,0
C25,C50,2006,433.6,1533.97,0,1,2435.1,675.34,0
C17,C03,2006,13.45,4622.41,0,0,613.21,908.05,0
C27,C18,2006,1.01,4131.77,0,0,190.0,86.27,0
C40,C19,2006,27.2,785.33,1,0,31.6,2716.35,0
C34,C42,2006,1.49,2099.0,0,0,133.18,29.81,0
C31,C28,2006,0.0,673.84,0,1,1036.19,976.59,0
C14,C37,2006,0.0,1061.79,0,0,255.4,9125.14,0
C21,C35,2006,0.0,1539.25,0,1,887.19,1044.34,0
C12,C23,2006,0.0,629.94,0,1,3060.97,1551.39,0
C08,C29,2006,17.32,928.89,0,0,167.99,251.31,0
C49,C48,2006,405.38,4632.68,0,0,3926.86,6112.24,0
C29,C13,2006,21.22,395.06,0,0,251.31,218.25,0
C16,C47,2006,43.34,367.92,1,0,29.68,367.11,0
C15,C18,2006,68.63,126.24,1,0,111.7,86.27,0
C35,C08,2006,138.63,391.07,1,0,1044.34,167.99,0
C03,C31,2006,0.0,15754.65,0,0,908.05,1036.19,0
C27,C06,2006,0.75,3738.92,0,0,190.0,93.61,0
C38,C14,2006,6.71,3134.19,0,0,157.32,255.4,0
C27,C25,2006,33.32,1259.79,0,0,190.0,2435.1,0
C35,C36,2006,18.32,5690.99,0,0,1044.34,767.63,1
C12,C33,2006,65.26,5492.53,0,1,3060.97,1139.08,0
C34,C46,2006,50.34,1385.14,0,0,133.18,2255.77,0
C47,C09,2006,0.93,6886.85,0,0,367.11,99.88,0
C19,C48,2006,0.0,1815.19,0,0,2716.35,6112.24,0
C42,C08,2006,1.32,1149.68,0,0,29.81,167.99,0
C39,C29,2006,55.53,1172.35,0,0,1655.89,251.31,0
C01,C17,2006,0.0,26571.56,0,0,79.03,613.21,0
C49,C14,2006,0.0,843.17,1,0,3926.86,255.4,0
C19,C49,2006,0.0,3893.48,0,0,2716.35,3926.86,0
C15,C08,2006,23.53,428.3,0,0,111.7,167.99,1
C33,C06,2006,11.6,2805.27,0,0,1139.08,93.61,0
C30,C20,2006,0.0,1071.9,0,0,275.94,31.74,0
C16,C35,2006,0.0,801.97,0,0,29.68,1044.34,0
C05,C16,2006,0.0,3800.59,0,1,479.73,29.68,0
C41,C43,2006,142.26,717.94,0,0,1062.22,1214.27,0
C47,C06,2006,1.64,12880.87,0,0,367.11,93.61,0
C19,C09,2006,44.17,936.17,1,0,2716.35,99.88,0
C12,C22,2006,906.37,465.24,1,0,3060.97,768.06,0
C33,C31,2006,932.81,319.69,0,0,1139.08,1036.19,0
C48,C19,2006,0.0,882.09,1,1,6112.24,2716.35,0
C34,C33,2006,6.28,2677.19,0,1,133.18,1139.08,0
C47,C08,2006,10.73,3219.57,0,0,367.11,167.99,0
C29,C37,2006,30.79,8500.84,0,1,251.31,9125.14,0
C33,C42,2006,10.78,2951.43,0,0,1139.08,29.81,0
C12,C02,2006,0.0,329.59,0,1,3060.97,140.0,0
C44,C30,2006,1.07,10943.35,0,0,150.12,275.94,0
C20,C49,2006,36.86,408.29,0,0,31.74,3926.86,0
C16,C41,2006,4.27,1803.65,0,0,29.68,1062.22,1
C03,C09,2006,0.0,8498.63,0,0,908.05,99.88,0
C35,C34,2006,3.01,6200.64,0,0,1044.34,133.18,0
C40,C45,2006,0.01,19270.13,0,1,31.6,17.28,0
C01,C34,2006,1.8,3450.51,0,0,79.03,133.18,1
C15,C44,2006,22.55,346.25,0,0,111.7,150.12,0
C33,C25,2006,173.33,1536.57,0,0,1139.08,2435.1,0
C03,C27,2006,13.87,3445.27,0,0,908.05,190.0,0
C42,C05,2006,4.52,1633.37,0,0,29.81,479.73,0
C04,C45,2006,2.09,4224.47,0,0,2623.44,17.28,0
C33,C17,2006,0.0,14389.73,0,0,1139.08,613.21,0
C20,C32,2006,513.09,86.85,1,0,31.74,1188.64,0
C49,C23,2006,498.99,1396.01,0,0,3926.86,1551.39,0
C23,C21,2006,35.75,2943.14,0,0,1551.39,887.19,0
C10,C42,2006,0.0,3599.08,0,0,2014.81,29.81,0
C35,C23,2006,375.09,1397.85,0,0,1044.34,1551.39,1
C23,C20,2006,3.63,4192.42,0,0,1551.39,31.74,0
C33,C34,2006,13.03,2075.83,0,0,1139.08,133.18,0
C23,C15,2006,6.57,4547.69,0,0,1551.39,111.7,0
C46,C22,2006,3539.21,220.16,1,0,2255.77,768.06,0
C01,C11,2006,30.84,878.23,0,0,79.03,1346.5,0
C45,C09,2006,0.0,1413.95,0,0,17.28,99.88,0
C30,C13,2006,4.07,2322.93,0,0,275.94,218.25,0
