id,approved,income,age,debt_ratio,credit_score,employment_length
2585,1,26949.52,57,0.418,579,5.4
2586,1,9509.52,47,0.145,731,5.8
2587,1,122907.04,50,0.177,655,8.0
2588,1,75362.59,56,0.51,830,6.9
2589,1,80827.83,61,0.157,701,3.7
2590,1,56369.56,62,0.457,754,5.8
2591,1,7861.5,57,0.208,850,3.6
2592,1,27575.43,46,0.203,655,3.1
2593,1,35870.64,81,0.156,640,5.3
2594,1,17399.05,76,0.101,730,4.0
2595,1,15364.28,83,0.543,770,4.8
2596,1,37638.5,61,0.419,635,1.7
2597,1,95980.13,56,0.089,767,5.0
2598,1,34423.18,77,0.077,684,4.4
2599,1,33852.19,69,0.146,612,5.0
2600,1,230918.69,48,0.346,665,0.8
2601,1,43550.21,37,0.146,813,8.9
2602,1,157903.23,73,0.239,655,2.1
2603,1,35149.65,65,0.353,688,12.5
2604,0,14032.91,44,0.411,573,10.8
2605,1,65876.24,48,0.18,687,1.8
2606,1,21444.96,55,0.264,713,5.8
2607,1,101812.93,64,0.223,819,11.4
2608,1,16646.44,75,0.458,608,7.6
2609,1,16105.49,56,0.07,829,12.9
2610,1,55455.96,49,0.269,668,7.5
2611,1,21634.67,47,0.297,688,0.3
2612,1,28967.33,63,0.359,758,5.9
2613,1,27354.03,47,0.339,589,3.9
2614,1,39278.33,59,0.278,581,4.6
2615,1,32457.83,46,0.28,716,2.8
2616,0,7419.0,49,0.541,565,9.0
2617,1,70709.18,43,0.169,821,2.2
2618,1,25378.42,56,0.043,768,10.4
2619,1,39760.94,53,0.355,792,7.5
2620,1,134856.55,81,0.256,587,2.2
2621,1,114508.05,47,0.437,666,7.0
2622,1,43360.32,52,0.361,698,8.0
2623,1,56330.93,51,0.569,773,5.8
2624,1,15729.79,64,0.116,741,3.7
2625,1,58774.0,66,0.195,600,7.9
2626,1,50451.77,42,0.387,656,13.0
2627,1,50874.94,87,0.276,740,3.0
2628,1,64510.88,55,0.061,548,9.4
2629,1,56584.83,38,0.577,794,13.2
2630,1,127421.06,37,0.479,647,3.1
2631,1,33358.53,70,0.203,438,4.9
2632,1,13012.53,43,0.207,707,4.5
2633,1,9881.54,65,0.264,776,11.3
2634,1,59344.84,43,0.217,715,8.1
2635,1,37159.09,64,0.138,742,4.2
2636,0,28755.67,34,0.207,575,2.6
2637,1,36084.96,78,0.129,482,9.6
2638,1,20104.15,32,0.395,492,5.4
2639,1,66626.48,51,0.436,700,6.7
2640,1,99911.59,60,0.259,655,6.1
2641,1,68131.58,89,0.091,775,3.3
2642,1,12972.8,57,0.276,674,11.8
2643,1,46043.24,39,0.144,715,1.2
2644,1,62953.06,48,0.079,715,5.5
2645,1,12161.83,54,0.448,646,14.8
2646,1,32769.59,52,0.191,641,0.9
2647,1,53968.01,57,0.403,703,5.2
2648,1,58204.9,56,0.26,695,5.9
2649,1,46021.67,41,0.191,764,2.4
2650,1,48784.29,30,0.13,675,6.8
2651,1,34335.05,46,0.164,657,2.7
2652,1,46634.03,58,0.378,734,1.4
2653,1,42308.33,58,0.161,534,14.6
2654,0,30216.16,87,0.541,704,3.3
2655,1,27067.4,58,0.248,768,3.9
2656,1,93420.95,42,0.198,606,4.0
2657,1,20530.58,68,0.581,479,6.3
2658,1,117136.81,67,0.164,685,3.0
2659,1,49534.93,46,0.098,807,3.9
2660,1,53606.23,34,0.246,659,14.6
2661,1,59748.27,53,0.278,712,12.1
2662,1,42847.38,77,0.346,563,2.2
2663,1,54060.1,34,0.596,459,10.8
2664,1,35238.82,40,0.443,812,2.8
2665,1,33111.64,35,0.109,670,6.5
2666,1,43339.73,66,0.367,636,7.7
2667,1,23816.53,54,0.245,608,0.9
2668,1,40331.01,62,0.348,664,10.3
2669,1,74994.57,76,0.333,640,0.6
2670,1,24774.02,81,0.226,797,8.9
2671,1,33095.32,85,0.196,679,4.9
2672,1,20555.01,44,0.106,614,4.6
2673,1,44030.98,47,0.144,713,1.1
2674,1,22691.46,54,0.47,631,7.0
2675,1,42624.97,64,0.357,729,5.3
2676,1,14946.19,74,0.398,850,8.5
2677,1,32706.94,61,0.283,658,6.2
2678,1,43504.85,69,0.462,671,9.0
2679,1,71063.28,40,0.169,813,3.2
2680,0,19804.74,53,0.272,536,5.8
2681,1,33104.21,63,0.207,766,3.7
2682,1,23476.46,66,0.308,541,9.9
2683,1,18069.09,79,0.334,639,2.4
2684,0,21889.4,54,0.484,626,2.4
2685,1,35256.69,82,0.195,684,6.4
2686,1,64462.55,71,0.242,747,7.7
2687,1,107489.94,59,0.411,656,5.1
2688,1,48723.3,53,0.295,546,7.5
2689,1,48969.17,69,0.134,657,1.8
2690,1,10492.95,69,0.188,763,8.2
2691,1,48091.38,37,0.108,725,3.3
2692,0,11539.22,61,0.316,550,1.4
2693,1,75453.21,85,0.081,627,6.6
2694,1,22961.29,53,0.116,713,6.8
2695,1,62417.29,64,0.099,586,7.4
2696,1,62706.27,55,0.214,713,2.4
2697,1,22401.72,80,0.318,735,4.9
2698,1,18446.75,41,0.372,704,5.0
2699,1,73206.09,54,0.089,702,5.4
2700,1,17903.47,61,0.047,570,4.8
2701,1,203451.78,59,0.331,736,7.3
2702,0,18847.45,61,0.566,529,5.4
2703,1,63986.78,79,0.412,802,5.1
2704,1,89722.89,52,0.209,590,1.6
2705,1,27863.74,46,0.415,648,9.2
2706,1,62482.14,100,0.389,698,12.0
2707,1,24186.01,53,0.213,693,1.4
2708,1,57206.95,45,0.414,732,4.9
2709,1,22431.99,42,0.164,668,3.1
2710,1,37163.68,61,0.088,788,1.8
2711,1,19927.82,56,0.807,745,8.6
2712,1,7345.99,45,0.187,850,12.8
2713,1,24255.98,59,0.437,706,7.8
2714,1,26790.39,71,0.169,629,13.1
2715,1,168532.06,64,0.254,654,1.9
2716,1,55769.59,74,0.19,680,2.2
2717,1,8264.24,40,0.105,606,9.7
2718,1,133019.18,50,0.449,730,5.7
2719,1,41751.06,52,0.355,737,6.2
2720,1,13839.83,50,0.215,634,2.4
2721,1,43730.38,51,0.215,723,3.3
2722,1,25595.53,34,0.169,576,10.8
2723,1,17585.5,52,0.324,634,2.5
2724,1,80609.76,54,0.327,551,2.0
2725,1,54591.93,62,0.211,706,9.4
2726,1,27420.49,85,0.129,649,1.9
2727,1,59436.41,132,0.05,747,6.1
2728,1,83734.34,59,0.132,759,6.8
2729,1,36186.44,54,0.262,734,8.5
2730,1,10179.97,55,0.491,593,4.8
2731,1,37511.51,67,0.132,698,7.4
2732,1,27108.62,53,0.745,688,1.3
2733,1,43971.03,37,0.091,752,4.9
2734,1,46740.83,87,0.226,685,5.8
2735,1,99904.49,60,0.673,850,5.5
2736,1,20927.23,56,0.193,574,3.1
2737,1,75402.09,63,0.193,773,7.6
2738,1,45565.16,56,0.508,757,5.5
2739,1,30301.08,59,0.525,762,8.6
2740,1,48992.51,40,0.129,650,4.7
2741,1,27671.28,59,0.124,850,6.2
2742,1,57938.25,43,0.204,643,5.2
2743,1,45129.98,49,0.23,663,1.1
2744,1,50894.72,61,0.23,722,5.9
2745,1,35873.39,61,0.386,670,5.4
2746,1,91021.64,57,0.339,835,5.9
2747,1,30460.83,42,0.353,721,4.1
2748,1,31112.63,44,0.158,563,5.8
2749,1,16408.87,93,0.171,673,5.1
2750,1,32486.55,42,0.205,725,2.0
2751,1,25316.27,59,0.195,724,1.8
2752,1,37619.79,50,0.489,652,6.3
2753,0,33003.33,52,0.504,524,8.3
2754,1,43943.0,46,0.05,589,4.2
2755,1,28507.11,55,0.127,700,3.6
2756,1,29349.29,72,0.259,670,8.8
2757,1,18415.15,45,0.048,599,5.6
2758,1,38403.75,64,0.237,641,8.6
2759,1,9674.92,51,0.178,707,5.3
2760,1,17192.19,54,0.02,608,0.3
2761,1,104738.51,45,0.205,794,5.1
2762,1,19762.63,66,0.155,651,2.8
2763,0,19202.68,47,0.291,625,3.3
2764,1,39228.48,34,0.137,733,0.8
2765,1,18300.35,55,0.323,516,13.3
2766,1,41643.86,49,0.114,627,5.7
2767,1,39026.24,78,0.31,680,3.1
2768,1,20765.88,70,0.087,728,2.8
2769,1,17801.16,51,0.168,683,5.7
2770,1,39394.12,81,0.091,618,5.2
2771,1,66885.77,53,0.196,757,2.2
2772,1,21379.5,88,0.113,729,15.0
2773,1,10891.97,46,0.231,678,1.7
2774,1,62335.98,39,0.216,659,6.1
2775,1,8884.95,51,0.165,688,11.7
2776,1,9769.49,46,0.402,603,2.2
2777,1,40738.65,56,0.032,596,6.4
2778,1,49391.12,35,0.317,677,17.2
2779,1,62396.07,45,0.463,806,1.1
2780,1,70193.56,71,0.322,566,3.0
2781,1,37177.51,48,0.227,700,4.9
2782,1,17800.18,51,0.181,518,3.9
2783,1,45155.41,70,0.56,629,1.4
2784,1,37125.61,33,0.192,758,10.9
2785,1,83643.72,50,0.653,570,4.8
2786,1,76611.65,61,0.392,747,1.2
2787,1,232337.09,70,0.353,514,6.5
2788,1,15383.78,41,0.199,583,10.9
2789,1,14748.12,67,0.153,598,6.7
2790,1,47232.1,54,0.231,685,5.1
2791,1,75978.69,64,0.169,608,4.1
2792,1,46418.78,43,0.219,809,6.9
2793,1,85982.43,45,0.399,730,3.4
2794,1,24362.49,73,0.411,641,5.7
2795,1,32456.07,68,0.271,662,4.6
2796,1,13898.34,50,0.263,702,4.7
2797,1,53769.71,52,0.32,783,4.4
2798,1,42594.24,51,0.254,538,3.9
2799,0,32158.45,42,0.54,745,4.5
2800,1,37254.99,53,0.026,731,7.5
2801,1,28050.1,61,0.159,691,0.3
2802,1,37827.59,50,0.214,587,6.6
2803,1,36303.4,54,0.065,726,7.7
2804,1,18567.73,62,0.271,647,19.6
2805,1,4898.22,48,0.501,665,2.4
2806,1,19225.33,44,0.279,649,8.1
2807,1,98556.05,41,0.091,642,5.9
2808,1,38944.25,68,0.092,612,11.7
2809,1,46995.39,39,0.224,608,11.1
2810,1,41624.76,66,0.2,652,1.1
2811,1,30018.82,67,0.247,661,2.7
2812,1,5985.32,66,0.325,743,5.0
2813,0,42132.2,65,0.581,617,11.6
2814,1,63592.94,62,0.243,730,4.8
2815,1,24367.48,89,0.132,680,7.2
2816,1,20162.52,45,0.419,597,4.6
2817,1,102769.48,37,0.549,671,1.5
2818,1,54260.24,42,0.11,566,4.7
2819,1,35640.27,50,0.433,724,14.9
2820,1,86742.27,50,0.173,545,12.7
2821,1,27159.06,58,0.178,627,7.0
2822,1,12460.09,56,0.151,653,2.0
2823,1,36614.27,51,0.509,664,8.9
2824,1,35614.81,43,0.219,718,7.4
2825,1,28127.32,44,0.238,728,3.2
2826,1,20620.05,63,0.56,625,2.4
2827,1,18315.19,38,0.309,734,5.8
2828,1,47150.94,57,0.647,681,8.3
2829,1,29444.01,74,0.307,529,2.4
2830,1,180611.25,70,0.215,548,3.6
2831,1,22106.61,59,0.11,695,5.8
2832,1,39889.36,72,0.461,730,1.0
2833,1,28796.4,47,0.404,683,15.2
2834,1,18574.69,64,0.347,676,5.2
2835,1,26755.79,61,0.572,621,2.4
2836,1,69884.96,50,0.363,675,6.6
2837,0,7268.73,49,0.419,661,2.7
2838,1,25886.19,45,0.306,539,9.0
2839,1,22672.58,58,0.209,746,4.4
2840,1,51484.92,70,0.478,746,14.2
2841,1,21246.39,57,0.249,650,5.3
2842,1,9445.05,65,0.505,742,6.0
2843,1,61507.78,78,0.063,743,13.0
2844,1,46312.87,80,0.594,640,3.1
2845,1,77648.35,61,0.293,668,9.3
2846,1,30713.24,61,0.152,635,8.9
2847,1,32562.43,54,0.24,685,14.1
2848,1,122191.0,106,0.554,648,3.1
2849,1,19211.37,62,0.187,706,4.8
2850,1,43949.21,46,0.513,850,3.9
2851,1,17315.4,41,0.332,548,5.5
2852,1,20880.41,64,0.167,847,7.9
2853,1,48088.25,58,0.106,690,2.1
2854,1,11617.41,71,0.109,662,7.3
2855,1,44840.41,77,0.089,699,4.7
2856,1,58639.46,41,0.57,696,2.7
2857,0,27071.46,66,0.48,554,4.1
2858,1,39730.63,61,0.416,712,4.0
2859,1,12796.04,52,0.382,524,10.0
2860,1,42305.72,45,0.27,781,5.0
2861,1,111745.58,47,0.478,673,5.2
2862,1,36448.5,71,0.47,645,2.2
2863,1,28290.59,63,0.156,637,3.7
2864,1,19395.76,43,0.381,570,8.5
2865,1,17413.85,55,0.262,664,7.7
2866,1,39651.04,60,0.03,702,5.7
2867,1,99993.47,90,0.383,710,3.4
2868,1,36041.82,77,0.136,600,9.0
2869,1,54381.42,74,0.403,690,23.4
2870,1,28488.28,51,0.491,616,2.8
2871,1,59571.2,42,0.176,533,12.1
2872,1,19763.67,54,0.163,621,2.2
2873,1,46652.66,68,0.227,599,18.8
2874,1,57546.44,85,0.285,667,4.6
2875,1,67861.74,75,0.262,602,2.6
2876,1,28850.37,58,0.191,645,8.7
2877,1,23138.06,49,0.402,631,5.6
2878,1,32429.69,110,0.218,756,5.3
2879,1,25364.61,41,0.219,562,6.1
2880,1,15418.21,64,0.32,582,4.6
2881,1,29291.86,60,0.137,838,13.2
2882,1,73281.56,59,0.44,620,4.7
2883,1,31691.15,84,0.274,699,5.2
2884,1,19478.0,56,0.069,723,7.1
2885,1,37474.16,36,0.248,712,3.1
2886,1,110027.76,50,0.428,779,10.2
2887,1,63460.84,69,0.057,746,12.4
2888,1,35012.73,42,0.141,687,5.2
2889,1,53956.0,68,0.023,730,1.2
2890,1,16090.0,61,0.173,765,1.1
2891,1,36253.85,75,0.267,566,7.9
2892,1,198008.08,47,0.061,682,11.0
2893,1,88760.83,60,0.112,831,4.0
2894,1,86416.58,49,0.067,837,6.9
2895,1,44679.47,75,0.322,624,3.6
2896,1,38695.56,46,0.279,742,3.1
2897,1,15701.27,69,0.213,679,3.0
2898,1,41374.67,49,0.176,782,3.0
2899,1,78146.42,76,0.301,680,4.7
2900,1,27512.5,77,0.303,670,3.8
2901,1,31248.04,91,0.197,622,4.6
2902,1,12377.02,44,0.313,650,10.4
2903,0,11873.65,57,0.353,536,13.7
2904,1,16949.54,66,0.542,642,12.7
2905,1,33613.22,45,0.427,547,1.0
2906,1,34372.38,72,0.354,703,5.2
2907,1,11530.7,36,0.487,593,2.6
2908,1,39363.18,81,0.5,702,1.8
2909,1,86081.49,65,0.296,739,5.1
2910,1,60684.48,72,0.098,758,5.4
2911,1,14871.39,42,0.207,741,6.5
2912,1,16533.69,50,0.285,551,4.1
2913,1,37477.98,44,0.127,764,13.6
2914,1,25698.53,67,0.221,647,2.1
2915,1,16116.63,60,0.2,754,4.6
2916,1,56412.8,51,0.273,679,3.8
2917,1,105138.52,56,0.274,679,7.2
2918,1,70849.47,52,0.48,635,2.9
2919,1,76053.38,37,0.109,669,4.0
2920,1,21531.2,67,0.423,736,0.4
2921,1,15136.57,34,0.454,705,6.9
2922,1,17301.3,35,0.121,781,5.5
2923,1,34940.35,57,0.436,750,3.7
2924,1,40956.83,46,0.68,701,3.9
2925,1,50124.01,46,0.484,738,5.9
2926,1,61414.56,37,0.17,772,7.8
2927,1,84091.06,62,0.469,653,4.4
2928,1,78887.93,46,0.234,687,7.0
2929,1,32261.49,41,0.352,850,3.4
2930,1,21367.26,34,0.149,714,4.5
2931,1,71312.52,60,0.164,609,3.5
2932,1,23870.59,44,0.401,523,9.9
2933,1,150674.33,72,0.229,696,4.8
2934,1,16946.77,56,0.191,624,5.8
2935,1,25992.93,47,0.284,641,3.8
2936,1,64544.45,45,0.45,628,8.4
2937,1,10961.77,54,0.188,834,1.9
2938,1,40396.35,69,0.08,640,8.3
2939,1,8920.67,78,0.404,850,3.9
2940,1,23923.61,50,0.18,850,8.6
2941,1,55978.17,41,0.437,627,7.3
2942,1,24095.3,53,0.232,643,7.3
2943,1,20540.36,63,0.053,714,5.8
2944,1,26563.06,50,0.203,540,12.2
2945,1,46797.6,82,0.193,631,7.6
2946,1,63326.3,57,0.233,589,9.4
2947,1,106331.53,58,0.477,605,5.2
2948,1,30613.57,105,0.241,796,2.9
2949,1,49449.09,62,0.058,582,8.8
2950,1,31277.9,76,0.278,690,6.1
2951,1,64977.13,76,0.39,561,5.7
2952,1,79317.25,51,0.159,626,6.6
2953,1,43326.87,61,0.682,620,8.3
2954,1,32409.61,47,0.237,685,3.2
2955,1,9756.56,60,0.13,667,5.4
2956,1,46211.38,55,0.191,635,7.0
2957,1,52749.21,58,0.371,701,2.2
2958,1,13886.05,60,0.152,625,3.6
2959,1,22320.72,45,0.665,671,3.9
2960,1,21699.45,50,0.132,697,8.3
2961,1,15052.26,68,0.221,706,17.2
2962,1,25444.57,52,0.223,628,3.9
2963,1,5803.22,71,0.442,658,8.4
2964,1,18136.01,56,0.209,750,6.2
2965,1,62546.39,41,0.164,678,0.4
2966,1,23409.61,68,0.22,681,1.7
2967,1,131140.75,47,0.496,743,1.3
2968,1,18998.96,53,0.05,581,7.4
2969,1,18293.62,71,0.155,582,1.9
2970,1,59005.74,36,0.103,602,2.7
2971,1,13109.89,53,0.177,495,8.4
2972,1,24272.23,43,0.071,801,7.4
2973,1,148817.89,96,0.378,698,8.4
2974,1,44392.85,33,0.179,703,7.6
2975,1,38187.52,58,0.155,770,5.5
2976,1,16281.74,67,0.086,712,4.6
2977,1,27118.48,65,0.515,627,2.5
2978,1,49256.4,68,0.051,711,7.5
2979,1,93287.33,58,0.232,773,7.4
2980,1,105648.58,51,0.16,757,5.0
2981,1,147617.06,78,0.143,665,5.1
2982,1,17452.12,38,0.37,789,3.7
2983,1,21477.26,52,0.108,644,8.2
2984,1,85236.69,54,0.154,678,11.9
2985,1,15046.63,102,0.437,673,5.5
2986,1,21414.94,53,0.188,763,6.5
2987,1,49761.7,35,0.327,750,5.7
2988,1,17050.74,69,0.223,566,5.2
2989,1,10471.52,62,0.534,710,6.0
2990,1,28507.03,34,0.556,521,4.7
2991,1,34890.12,65,0.146,775,3.7
2992,1,100101.5,73,0.336,667,10.2
2993,1,23664.22,53,0.208,655,3.5
2994,1,38060.84,56,0.166,813,8.2
2995,1,70919.5,84,0.031,727,8.3
2996,1,87412.61,76,0.12,719,8.5
2997,1,45187.05,34,0.161,723,14.3
2998,1,28005.86,60,0.423,680,2.7
2999,0,22187.67,49,0.501,525,1.1
3000,1,84742.05,74,0.579,538,3.1
3001,1,45784.58,101,0.187,644,9.0
3002,1,21716.76,61,0.291,740,2.7
3003,1,23490.59,43,0.199,556,10.8
3004,1,19855.39,63,0.153,679,2.1
3005,0,26641.88,54,0.539,575,2.8
3006,1,36687.71,50,0.34,630,5.0
3007,1,32758.7,40,0.233,605,5.4
3008,1,48220.48,85,0.41,633,1.3
3009,1,27360.05,53,0.24,673,3.0
3010,1,66148.73,75,0.24,666,3.4
3011,1,13967.8,50,0.084,709,10.4
3012,1,63400.73,92,0.495,729,3.9
3013,1,70441.14,96,0.273,802,11.3
3014,1,41841.0,52,0.425,655,18.0
3015,1,41952.84,45,0.343,687,1.7
3016,1,15837.83,58,0.359,781,3.0
3017,1,42236.94,60,0.201,570,2.5
3018,1,34978.71,73,0.336,630,4.6
3019,1,51677.56,47,0.236,749,9.5
3020,1,77063.05,50,0.371,657,6.9
3021,1,26946.71,54,0.146,618,3.3
3022,1,26499.2,70,0.302,690,3.5
3023,1,19250.76,67,0.259,684,5.9
3024,1,111917.21,47,0.288,743,9.8
3025,1,111973.74,41,0.283,615,3.9
3026,1,98446.29,64,0.44,782,3.2
3027,1,30833.03,38,0.153,684,7.4
3028,1,49470.66,63,0.096,688,3.2
3029,1,53856.06,57,0.218,582,9.1
3030,1,18079.95,65,0.353,712,5.5
3031,1,31814.2,51,0.494,788,7.0
3032,1,13857.08,48,0.343,671,3.9
3033,1,33798.34,58,0.095,549,3.3
3034,1,30239.7,44,0.425,603,8.1
3035,1,24457.23,57,0.302,771,3.9
3036,1,36546.01,61,0.178,567,1.2
3037,1,72327.17,60,0.236,738,7.8
3038,1,187093.08,37,0.504,759,3.6
3039,1,88044.27,76,0.241,709,3.0
3040,1,47133.07,65,0.202,615,6.7
3041,1,47863.4,79,0.283,673,4.6
3042,1,86436.83,85,0.172,651,10.5
3043,1,32415.38,50,0.44,765,1.9
3044,1,29700.29,72,0.42,698,15.2
3045,1,82707.78,45,0.369,762,4.6
3046,1,15015.79,37,0.548,622,2.5
3047,1,23451.51,86,0.274,744,6.6
3048,1,23197.21,44,0.309,752,2.3
3049,1,78413.25,53,0.052,765,5.2
3050,1,70681.3,79,0.706,663,0.7
3051,1,10634.16,67,0.026,614,6.7
3052,1,32279.71,67,0.249,550,5.5
3053,1,35657.74,49,0.251,527,12.9
3054,1,40382.74,41,0.297,719,1.1
3055,0,107295.32,39,0.666,602,4.7
3056,1,34388.11,31,0.356,741,3.0
3057,1,16965.28,55,0.197,581,4.2
3058,1,71433.35,60,0.478,649,3.6
3059,1,53061.46,47,0.265,720,5.1
3060,1,22255.66,41,0.134,818,3.4
3061,1,79299.2,77,0.401,640,12.2
3062,1,24413.23,78,0.087,730,6.9
3063,1,91437.55,54,0.636,677,3.2
3064,1,26842.57,50,0.195,703,3.5
3065,1,48876.24,60,0.443,771,5.6
3066,1,28286.74,47,0.4,777,9.2
3067,1,61630.17,74,0.249,773,2.1
3068,1,29861.65,46,0.389,678,4.7
3069,1,85440.85,50,0.141,719,6.1
3070,1,14529.65,51,0.231,535,12.2
3071,1,21529.87,63,0.046,567,6.0
3072,1,141689.74,39,0.14,657,8.8
3073,1,25669.76,60,0.204,662,3.8
3074,1,26680.82,54,0.262,711,4.7
3075,1,53802.58,63,0.257,661,6.6
3076,1,31989.1,56,0.207,680,4.9
3077,1,22916.85,76,0.46,561,5.2
3078,1,15878.83,82,0.244,669,7.0
3079,1,21483.71,45,0.402,692,7.5
3080,1,21532.5,42,0.568,509,11.8
3081,1,39274.9,41,0.363,660,1.1
3082,1,49110.86,44,0.022,629,11.2
3083,1,33886.1,71,0.219,720,3.0
3084,1,34974.26,59,0.262,553,2.1
3085,1,21992.14,43,0.176,575,4.3
3086,1,24281.23,60,0.162,819,9.1
3087,1,29847.44,67,0.368,844,8.0
3088,1,8649.32,60,0.488,676,3.8
3089,0,13173.27,82,0.245,608,5.1
3090,1,27840.15,59,0.271,722,4.7
3091,1,136479.5,50,0.235,706,6.8
3092,1,6800.14,89,0.228,749,1.3
3093,1,38677.53,102,0.503,614,9.4
3094,1,56645.98,92,0.244,739,4.4
3095,1,44866.65,56,0.479,578,6.0
3096,1,65671.91,63,0.386,566,3.9
3097,1,35001.96,68,0.331,789,1.0
3098,1,42908.17,48,0.187,656,1.4
3099,1,23503.41,35,0.229,674,5.1
3100,1,82431.82,43,0.307,688,3.7
3101,1,25064.65,46,0.242,617,6.7
3102,1,53305.53,42,0.39,654,8.6
3103,1,30965.83,61,0.418,745,2.5
3104,1,45390.53,64,0.667,579,3.5
3105,1,33828.19,42,0.413,729,5.0
3106,1,32084.12,52,0.264,835,3.0
3107,1,68666.24,38,0.198,706,2.3
3108,1,30091.77,48,0.229,729,3.6
3109,1,15199.74,42,0.35,650,8.7
3110,1,256683.38,53,0.357,507,8.6
3111,1,10383.74,42,0.214,704,11.5
3112,1,31276.24,80,0.166,645,2.3
3113,0,22200.51,49,0.28,591,2.1
3114,1,27731.18,49,0.402,737,11.3
3115,1,78429.43,57,0.211,716,8.4
3116,1,64700.51,70,0.092,517,4.8
3117,1,7558.36,51,0.198,594,7.2
3118,1,38770.36,51,0.323,687,4.3
3119,1,49434.82,41,0.237,564,2.7
3120,1,52494.93,66,0.137,597,8.8
3121,1,124186.07,51,0.153,616,4.4
3122,1,41365.18,86,0.403,616,7.9
3123,1,36032.81,61,0.102,738,2.2
3124,1,69666.9,74,0.356,669,4.2
3125,1,45208.98,91,0.37,850,11.6
3126,1,46264.77,53,0.335,648,7.8
3127,1,45180.59,71,0.088,605,7.7
3128,1,25120.06,58,0.266,660,5.4
3129,1,44795.18,73,0.036,593,3.0
3130,1,16028.51,71,0.283,657,4.7
3131,1,10944.09,70,0.332,653,2.5
3132,1,19669.15,61,0.108,666,2.8
3133,1,21080.7,53,0.357,754,6.3
3134,1,108483.64,49,0.179,519,3.1
3135,1,10006.12,54,0.117,731,5.6
3136,1,68871.44,65,0.117,763,4.8
3137,1,18483.37,43,0.336,645,3.9
3138,1,24883.52,45,0.151,696,2.6
3139,1,73387.82,32,0.082,643,5.2
3140,1,33086.95,48,0.011,640,9.3
3141,1,22979.95,44,0.124,732,6.6
3142,1,94869.67,40,0.455,757,5.0
3143,1,103761.16,46,0.703,560,6.0
3144,0,56698.04,52,0.672,500,2.3
3145,1,36469.35,44,0.046,715,2.4
3146,1,43770.28,55,0.062,614,2.9
3147,1,57356.45,37,0.301,644,1.5
3148,1,25802.6,57,0.499,798,1.5
3149,1,190213.55,52,0.4,715,1.2
3150,1,45824.34,47,0.371,691,4.6
3151,1,17490.84,64,0.379,685,3.5
3152,1,4151.46,43,0.322,605,5.0
3153,1,15815.85,67,0.161,690,3.4
3154,1,52071.32,53,0.473,727,16.4
3155,1,97321.45,63,0.161,644,2.6
3156,1,83115.82,54,0.235,701,5.0
3157,1,56670.05,82,0.286,720,5.6
3158,1,42575.41,39,0.292,682,3.3
3159,1,79110.57,64,0.593,633,2.4
3160,1,24763.01,45,0.248,784,4.7
3161,1,39111.31,46,0.06,606,6.6
3162,1,63158.13,66,0.287,555,6.6
3163,1,37162.31,85,0.43,561,10.1
3164,1,198657.66,48,0.184,819,8.5
3165,1,35677.13,51,0.422,732,0.8
3166,1,25378.05,72,0.121,726,2.4
3167,1,50801.82,54,0.219,609,7.8
3168,1,34250.61,63,0.11,566,11.4
3169,1,41228.91,42,0.557,736,3.2
3170,0,54103.89,52,0.276,499,5.5
3171,1,36400.22,62,0.19,726,7.4
3172,1,16228.9,73,0.559,711,3.1
3173,1,24593.57,42,0.163,697,3.8
3174,1,22395.61,53,0.269,657,1.4
3175,1,51007.4,51,0.35,816,5.1
3176,1,20634.23,54,0.187,627,12.7
3177,1,29272.34,51,0.363,703,4.3
3178,1,34333.07,86,0.159,718,4.0
3179,1,66842.43,86,0.412,614,8.5
3180,1,30222.51,57,0.25,628,7.7
3181,1,59651.8,64,0.232,785,4.4
3182,1,20246.46,72,0.161,684,7.1
3183,1,49021.04,62,0.322,595,4.2
3184,1,26005.0,36,0.073,827,9.1
3185,0,15968.97,81,0.485,565,4.6
3186,1,25225.53,44,0.274,703,1.2
3187,1,49763.57,58,0.184,660,19.7
3188,1,26922.92,59,0.078,731,3.1
3189,1,80175.79,55,0.553,580,13.0
3190,1,22278.81,52,0.441,626,16.3
3191,1,20078.02,61,0.22,568,2.4
3192,1,70695.64,39,0.472,616,5.5
3193,1,78814.39,55,0.294,733,13.7
3194,0,25842.7,52,0.528,699,4.0
3195,1,62884.75,67,0.228,673,1.9
3196,1,32530.81,64,0.419,761,17.4
3197,1,57189.17,70,0.2,700,4.7
3198,1,21675.24,41,0.459,579,12.5
3199,1,21675.75,75,0.218,630,6.0
3200,1,82022.81,63,0.279,640,3.5
3201,1,20282.95,60,0.434,713,5.7
3202,1,15904.36,71,0.359,611,5.6
3203,1,80270.78,66,0.231,836,12.8
3204,1,84414.62,39,0.602,680,10.6
3205,1,14743.36,68,0.565,716,4.3
3206,1,21015.69,90,0.083,604,5.8
3207,1,75768.66,65,0.095,632,2.2
3208,1,30657.53,66,0.314,792,4.0
3209,1,17081.02,59,0.192,769,4.9
3210,1,24637.25,49,0.354,521,2.8
3211,1,18147.75,54,0.461,641,13.4
3212,1,24459.37,63,0.463,654,5.0
3213,1,213826.23,39,0.408,777,1.9
3214,1,63161.62,64,0.273,625,0.6
3215,1,14065.06,89,0.185,850,5.1
3216,1,50897.2,77,0.119,790,4.0
3217,1,40397.66,83,0.355,633,2.1
3218,1,39548.18,39,0.242,619,11.0
3219,1,59929.88,58,0.295,631,3.1
